home_team,away_team,home_score,away_score,tournament,city,country,neutral,Winner,Won_by_goals,Year,Month,Total_goals,matches,Tie,H/A/T
Saint Vincent and the Grenadines,Saint Lucia,1,2,Windward Islands Tournament,Kingstown,Saint Vincent and the Grenadines,False,Saint Lucia,1,1965,November,3,1,0,A
Congo,Ivory Coast,0,1,Friendly,Brazzaville,Congo,False,Ivory Coast,1,1965,November,1,1,0,A
Dominica,Saint Lucia,1,0,Windward Islands Tournament,Kingstown,Saint Vincent and the Grenadines,True,Dominica,1,1965,November,1,1,0,H
Albania,Northern Ireland,1,1,FIFA World Cup qualification,Tirana,Albania,False,Tie,0,1965,November,2,1,1,T
Australia,North Korea,1,3,FIFA World Cup qualification,Phnom Penh,Cambodia,True,North Korea,2,1965,November,4,1,0,A
Scotland,Wales,4,1,British Championship,Glasgow,Scotland,False,Scotland,3,1965,November,5,1,0,H
Ivory Coast,Mali,1,3,Friendly,Brazzaville,Congo,True,Mali,2,1965,November,4,1,0,A
Cambodia,Australia,0,0,Friendly,Phnom Penh,Cambodia,False,Tie,0,1965,November,0,1,1,T
Saint Vincent and the Grenadines,Dominica,3,1,Windward Islands Tournament,Kingstown,Saint Vincent and the Grenadines,False,Saint Vincent and the Grenadines,2,1965,November,4,1,0,H
Hong Kong,Australia,1,0,Friendly,So Kon Po,Hong Kong,False,Hong Kong,1,1965,November,1,1,0,H
Argentina,Russia,1,1,Friendly,Buenos Aires,Argentina,False,Tie,0,1965,December,2,1,1,T
Wales,Denmark,4,2,FIFA World Cup qualification,Wrexham,Wales,False,Wales,2,1965,December,6,1,0,H
Australia,Chinese Taipei,3,1,Friendly,So Kon Po,Hong Kong,True,Australia,2,1965,December,4,1,0,H
Uruguay,Russia,1,3,Friendly,Montevideo,Uruguay,False,Russia,2,1965,December,4,1,0,A
Hong Kong,Singapore,0,0,Friendly,So Kon Po,Hong Kong,False,Tie,0,1965,December,0,1,1,T
Hong Kong,Singapore,1,2,Friendly,So Kon Po,Hong Kong,False,Singapore,1,1965,December,3,1,0,A
Italy,Scotland,3,0,FIFA World Cup qualification,Naples,Italy,False,Italy,3,1965,December,3,1,0,H
Malaysia,Australia,0,1,Friendly,Ipoh,Malaysia,False,Australia,1,1965,December,1,1,0,A
Malaysia,Australia,0,3,Friendly,Ipoh,Malaysia,False,Australia,3,1965,December,3,1,0,A
Spain,England,0,2,Friendly,Madrid,Spain,False,England,2,1965,December,2,1,0,A
Kenya,Ghana,2,13,Friendly,Nairobi,Kenya,False,Ghana,11,1965,December,15,1,0,A
Nigeria,Benin,0,1,Friendly,Lagos,Nigeria,False,Benin,1,1965,December,1,1,0,A
Kenya,Ghana,3,3,Friendly,Nairobi,Kenya,False,Tie,0,1965,December,6,1,1,T
Bermuda,Jamaica,0,3,Friendly,Hamilton,Bermuda,False,Jamaica,3,1965,December,3,1,0,A
Belgium,Bulgaria,1,2,FIFA World Cup qualification,Florence,Italy,True,Bulgaria,1,1965,December,3,1,0,A
England,Poland,1,1,Friendly,Liverpool,England,False,Tie,0,1966,January,2,1,1,T
Panama,Nicaragua,3,1,Friendly,Panama City,Panama,False,Panama,2,1966,February,4,1,0,H
Malta,Libya,1,0,Friendly,Gżira,Malta,False,Malta,1,1966,February,1,1,0,H
Chile,Russia,0,2,Friendly,Santiago,Chile,False,Russia,2,1966,February,2,1,0,A
England,Germany,1,0,Friendly,London,England,False,England,1,1966,February,1,1,0,H
Egypt,Bulgaria,2,2,Friendly,Cairo,Egypt,False,Tie,0,1966,February,4,1,1,T
Benin,Nigeria,1,2,Friendly,Cotonou,Dahomey,False,Nigeria,1,1966,February,3,1,0,A
Niger,DR Congo,2,1,Friendly,Niamey,Niger,False,Niger,1,1966,February,3,1,0,H
Panama,Guatemala,0,1,Friendly,Panama City,Panama,False,Guatemala,1,1966,February,1,1,0,A
Uganda,Kenya,2,3,Friendly,Kampala,Uganda,False,Kenya,1,1966,March,5,1,0,A
Guinea,Senegal,5,0,Friendly,Conakry,Guinea,False,Guinea,5,1966,March,5,1,0,H
Morocco,Algeria,1,0,Friendly,Casablanca,Morocco,False,Morocco,1,1966,March,1,1,0,H
Togo,Nigeria,2,2,Friendly,Lomé,Togo,False,Tie,0,1966,March,4,1,1,T
Libya,Morocco,4,0,Friendly,Tripoli,Libya,False,Libya,4,1966,March,4,1,0,H
Libya,Iraq,0,2,Friendly,Tripoli,Libya,False,Iraq,2,1966,March,2,1,0,A
Iran,Turkey,0,0,Friendly,Teheran,Iran,False,Tie,0,1966,March,0,1,1,T
Iraq,Morocco,0,1,Friendly,Tripoli,Libya,True,Morocco,1,1966,March,1,1,0,A
France,Italy,0,0,Friendly,Paris,France,False,Tie,0,1966,March,0,1,1,T
Iraq,Morocco,1,2,Friendly,Tripoli,Libya,True,Morocco,1,1966,March,3,1,0,A
Netherlands,Germany,2,4,Friendly,Rotterdam,Netherlands,False,Germany,2,1966,March,6,1,0,A
Panama,El Salvador,1,0,Friendly,Panama City,Panama,False,Panama,1,1966,March,1,1,0,H
Libya,Malta,0,1,Friendly,Tripoli,Libya,False,Malta,1,1966,March,1,1,0,A
Wales,Northern Ireland,1,4,British Championship,Cardiff,Wales,False,Northern Ireland,3,1966,March,5,1,0,A
Bahrain,Kuwait,4,4,UAFA Cup,Baghdad,Iraq,True,Tie,0,1966,April,8,1,1,T
Iraq,Lebanon,0,0,UAFA Cup,Baghdad,Iraq,False,Tie,0,1966,April,0,1,1,T
Montenegro,Russia,0,1,Friendly,Titograd,Yugoslavia,False,Russia,1,1966,April,1,1,0,A
Libya,Palestine,0,0,UAFA Cup,Baghdad,Iraq,True,Tie,0,1966,April,0,1,1,T
Scotland,England,3,4,British Championship,Glasgow,Scotland,False,England,1,1966,April,7,1,0,A
Syria,Yemen,4,1,UAFA Cup,Baghdad,Iraq,True,Syria,3,1966,April,5,1,0,H
Bahrain,Lebanon,1,6,UAFA Cup,Baghdad,Iraq,True,Lebanon,5,1966,April,7,1,0,A
Iraq,Jordan,2,1,UAFA Cup,Baghdad,Iraq,False,Iraq,1,1966,April,3,1,0,H
Kenya,Uganda,3,3,Friendly,Nairobi,Kenya,False,Tie,0,1966,April,6,1,1,T
Libya,Syria,0,0,UAFA Cup,Baghdad,Iraq,True,Tie,0,1966,April,0,1,1,T
Palestine,Yemen,7,0,UAFA Cup,Baghdad,Iraq,True,Palestine,7,1966,April,7,1,0,H
Iraq,Kuwait,3,1,UAFA Cup,Baghdad,Iraq,False,Iraq,2,1966,April,4,1,0,H
Jordan,Lebanon,1,2,UAFA Cup,Baghdad,Iraq,True,Lebanon,1,1966,April,3,1,0,A
Israel,Finland,7,1,Friendly,Jaffa,Israel,False,Israel,6,1966,April,8,1,0,H
Libya,Yemen,14,0,UAFA Cup,Baghdad,Iraq,True,Libya,14,1966,April,14,1,0,H
Palestine,Syria,1,3,UAFA Cup,Baghdad,Iraq,True,Syria,2,1966,April,4,1,0,A
Iraq,Bahrain,10,1,UAFA Cup,Baghdad,Iraq,False,Iraq,9,1966,April,11,1,0,H
Jordan,Kuwait,2,2,UAFA Cup,Baghdad,Iraq,True,Tie,0,1966,April,4,1,1,T
Iraq,Libya,3,1,UAFA Cup,Baghdad,Iraq,False,Iraq,2,1966,April,4,1,0,H
Lebanon,Syria,0,1,UAFA Cup,Baghdad,Iraq,True,Syria,1,1966,April,1,1,0,A
Bahrain,Jordan,1,2,UAFA Cup,Baghdad,Iraq,True,Jordan,1,1966,April,3,1,0,A
Kuwait,Lebanon,1,2,UAFA Cup,Baghdad,Iraq,True,Lebanon,1,1966,April,3,1,0,A
Nigeria,Togo,1,1,Friendly,Lagos,Nigeria,False,Tie,0,1966,April,2,1,1,T
Benin,Ghana,2,5,Friendly,Cotonou,Dahomey,False,Ghana,3,1966,April,7,1,0,A
Iraq,Syria,2,1,UAFA Cup,Baghdad,Iraq,False,Iraq,1,1966,April,3,1,0,H
Libya,Lebanon,6,1,UAFA Cup,Baghdad,Iraq,True,Libya,5,1966,April,7,1,0,H
Chile,Brazil,0,1,Copa Bernardo O'Higgins,Santiago,Chile,False,Brazil,1,1966,April,1,1,0,A
Netherlands,Belgium,3,1,Friendly,Rotterdam,Netherlands,False,Netherlands,2,1966,April,4,1,0,H
Chile,Brazil,2,1,Copa Bernardo O'Higgins,Viña del Mar,Chile,False,Chile,1,1966,April,3,1,0,H
France,Belgium,0,3,Friendly,Paris,France,False,Belgium,3,1966,April,3,1,0,A
Switzerland,Russia,2,2,Friendly,Basel,Switzerland,False,Tie,0,1966,April,4,1,1,T
Austria,Russia,0,1,Friendly,Vienna,Austria,False,Russia,1,1966,April,1,1,0,A
Mexico,Paraguay,7,0,Friendly,Mexico City,Mexico,False,Mexico,7,1966,April,7,1,0,H
Togo,Benin,1,0,Friendly,Lomé,Togo,False,Togo,1,1966,April,1,1,0,H
German DR,Sweden,4,1,Friendly,Leipzig,German DR,False,German DR,3,1966,April,5,1,0,H
Poland,Hungary,1,1,Friendly,Chorzów,Poland,False,Tie,0,1966,May,2,1,1,T
England,Yugoslavia,2,0,Friendly,London,England,False,England,2,1966,May,2,1,0,H
Republic of Ireland,Germany,0,4,Friendly,Dublin,Republic of Ireland,False,Germany,4,1966,May,4,1,0,A
Northern Ireland,Germany,0,2,Friendly,Belfast,Northern Ireland,False,Germany,2,1966,May,2,1,0,A
Finland,Israel,0,3,Friendly,Helsinki,Finland,False,Israel,3,1966,May,3,1,0,A
Yugoslavia,Hungary,2,0,Friendly,Zagreb,Yugoslavia,False,Yugoslavia,2,1966,May,2,1,0,H
Mexico,Chile,1,0,Friendly,Mexico City,Mexico,False,Mexico,1,1966,May,1,1,0,H
Scotland,Netherlands,0,3,Friendly,Glasgow,Scotland,False,Netherlands,3,1966,May,3,1,0,A
Brazil,Wales,3,1,Friendly,Rio de Janeiro,Brazil,False,Brazil,2,1966,May,4,1,0,H
Brazil,Chile,1,1,Friendly,São Paulo,Brazil,False,Tie,0,1966,May,2,1,1,T
Paraguay,Uruguay,2,2,Copa Artigas,Asunción,Paraguay,False,Tie,0,1966,May,4,1,1,T
Brazil,Wales,1,0,Friendly,Belo Horizonte,Brazil,False,Brazil,1,1966,May,1,1,0,H
Czechoslovakia,Russia,1,2,Friendly,Prague,Czechoslovakia,False,Russia,1,1966,May,3,1,0,A
Poland,Sweden,1,1,Friendly,Wrocław,Poland,False,Tie,0,1966,May,2,1,1,T
Uruguay,Paraguay,3,1,Copa Artigas,Montevideo,Uruguay,False,Uruguay,2,1966,May,4,1,0,H
Brazil,Chile,1,0,Friendly,Rio de Janeiro,Brazil,False,Brazil,1,1966,May,1,1,0,H
Austria,Republic of Ireland,1,0,Friendly,Vienna,Austria,False,Austria,1,1966,May,1,1,0,H
Belgium,Russia,0,1,Friendly,Brussels,Belgium,False,Russia,1,1966,May,1,1,0,A
Chile,Wales,2,0,Friendly,Santiago,Chile,False,Chile,2,1966,May,2,1,0,H
Belgium,Republic of Ireland,2,3,Friendly,Liège,Belgium,False,Republic of Ireland,1,1966,May,5,1,0,A
Lithuania,Libya,6,0,Friendly,Vilnius,Lithuania,False,Lithuania,6,1966,May,6,1,0,H
Benin,Togo,2,2,Friendly,Cotonou,Dahomey,False,Tie,0,1966,May,4,1,1,T
Chile,Mexico,0,1,Friendly,Santiago,Chile,False,Mexico,1,1966,May,1,1,0,A
Denmark,Turkey,0,0,Friendly,Copenhagen,Denmark,False,Tie,0,1966,May,0,1,1,T
Germany,Romania,1,0,Friendly,Ludwigshafen,Germany,False,Germany,1,1966,June,1,1,0,H
Yugoslavia,Bulgaria,0,2,Friendly,Belgrade,Yugoslavia,False,Bulgaria,2,1966,June,2,1,0,A
Brazil,Peru,4,0,Friendly,São Paulo,Brazil,False,Brazil,4,1966,June,4,1,0,H
Finland,Sweden,1,0,Nordic Championship,Helsinki,Finland,False,Finland,1,1966,June,1,1,0,H
Brazil,Poland,4,1,Friendly,Belo Horizonte,Brazil,False,Brazil,3,1966,June,5,1,0,H
Hungary,Switzerland,3,1,Friendly,Budapest,Hungary,False,Hungary,2,1966,June,4,1,0,H
Russia,France,3,3,Friendly,Moscow,Soviet Union,False,Tie,0,1966,June,6,1,1,T
Brazil,Poland,2,1,Friendly,Rio de Janeiro,Brazil,False,Brazil,1,1966,June,3,1,0,H
Brazil,Peru,3,1,Friendly,Rio de Janeiro,Brazil,False,Brazil,2,1966,June,4,1,0,H
Curaçao,Jamaica,0,0,Friendly,Port-au-Prince,Haiti,True,Tie,0,1966,June,0,1,1,T
Trinidad and Tobago,Suriname,3,2,Friendly,Port-au-Prince,Haiti,True,Trinidad and Tobago,1,1966,June,5,1,0,H
Argentina,Poland,1,1,Friendly,Buenos Aires,Argentina,False,Tie,0,1966,June,2,1,1,T
Haiti,Guadeloupe,3,0,Friendly,Port-au-Prince,Haiti,False,Haiti,3,1966,June,3,1,0,H
Brazil,Czechoslovakia,2,1,Friendly,Rio de Janeiro,Brazil,False,Brazil,1,1966,June,3,1,0,H
Portugal,Norway,4,0,Friendly,Oeiras,Portugal,False,Portugal,4,1966,June,4,1,0,H
Trinidad and Tobago,Curaçao,1,0,Friendly,Port-au-Prince,Haiti,True,Trinidad and Tobago,1,1966,June,1,1,0,H
Haiti,Suriname,1,4,Friendly,Port-au-Prince,Haiti,False,Suriname,3,1966,June,5,1,0,A
Jamaica,Guadeloupe,0,0,Friendly,Port-au-Prince,Haiti,True,Tie,0,1966,June,0,1,1,T
Italy,Bulgaria,6,1,Friendly,Bologna,Italy,False,Italy,5,1966,June,7,1,0,H
Brazil,Czechoslovakia,2,2,Friendly,Rio de Janeiro,Brazil,False,Tie,0,1966,June,4,1,1,T
Guadeloupe,Suriname,0,4,Friendly,Port-au-Prince,Haiti,True,Suriname,4,1966,June,4,1,0,A
Israel,Uruguay,1,2,Friendly,Ramat-Gan,Israel,False,Uruguay,1,1966,June,3,1,0,A
Trinidad and Tobago,Jamaica,4,1,Friendly,Port-au-Prince,Haiti,True,Trinidad and Tobago,3,1966,June,5,1,0,H
Haiti,Curaçao,3,0,Friendly,Port-au-Prince,Haiti,False,Haiti,3,1966,June,3,1,0,H
Jamaica,Suriname,3,5,Friendly,Port-au-Prince,Haiti,True,Suriname,2,1966,June,8,1,0,A
Guadeloupe,Curaçao,0,4,Friendly,Port-au-Prince,Haiti,True,Curaçao,4,1966,June,4,1,0,A
Haiti,Trinidad and Tobago,1,0,Friendly,Port-au-Prince,Haiti,False,Haiti,1,1966,June,1,1,0,H
Italy,Austria,1,0,Friendly,Milan,Italy,False,Italy,1,1966,June,1,1,0,H
Scotland,Portugal,0,1,Friendly,Glasgow,Scotland,False,Portugal,1,1966,June,1,1,0,A
Romania,Uruguay,1,0,Friendly,Bucharest,Romania,False,Romania,1,1966,June,1,1,0,H
Switzerland,Mexico,1,1,Friendly,Lausanne,Switzerland,False,Tie,0,1966,June,2,1,1,T
Curaçao,Suriname,1,1,Friendly,Port-au-Prince,Haiti,True,Tie,0,1966,June,2,1,1,T
Trinidad and Tobago,Guadeloupe,1,2,Friendly,Port-au-Prince,Haiti,True,Guadeloupe,1,1966,June,3,1,0,A
Denmark,Portugal,1,3,Friendly,Esbjerg,Denmark,False,Portugal,2,1966,June,4,1,0,A
Haiti,Jamaica,3,0,Friendly,Port-au-Prince,Haiti,False,Haiti,3,1966,June,3,1,0,H
Italy,Argentina,3,0,Friendly,Turin,Italy,False,Italy,3,1966,June,3,1,0,H
Northern Ireland,Mexico,4,1,Friendly,Belfast,Northern Ireland,False,Northern Ireland,3,1966,June,5,1,0,H
Germany,Yugoslavia,2,0,Friendly,Hanover,Germany,False,Germany,2,1966,June,2,1,0,H
Spain,Uruguay,1,1,Friendly,La Coruña,Spain,False,Tie,0,1966,June,2,1,1,T
Scotland,Brazil,1,1,Friendly,Glasgow,Scotland,False,Tie,0,1966,June,2,1,1,T
Denmark,Norway,0,1,Nordic Championship,Copenhagen,Denmark,False,Norway,1,1966,June,1,1,0,A
Finland,England,0,3,Friendly,Helsinki,Finland,False,England,3,1966,June,3,1,0,A
Portugal,Uruguay,3,0,Friendly,Oeiras,Portugal,False,Portugal,3,1966,June,3,1,0,H
Sweden,Yugoslavia,1,1,Friendly,Malmö,Sweden,False,Tie,0,1966,June,2,1,1,T
China PR,Tanzania,10,4,Friendly,Beijing,China PR,False,China PR,6,1966,June,14,1,0,H
Italy,Mexico,5,0,Friendly,Florence,Italy,False,Italy,5,1966,June,5,1,0,H
Norway,England,1,6,Friendly,Oslo,Norway,False,England,5,1966,June,7,1,0,A
DR Congo,Ghana,0,3,Friendly,Brazzaville,Congo,True,Ghana,3,1966,June,3,1,0,A
Sweden,Brazil,2,3,Friendly,Gothenburg,Sweden,False,Brazil,1,1966,June,5,1,0,A
Zambia,Malawi,4,1,Friendly,Ndola,Zambia,False,Zambia,3,1966,July,5,1,0,H
German DR,Chile,5,2,Friendly,Leipzig,German DR,False,German DR,3,1966,July,7,1,0,H
Denmark,England,0,2,Friendly,Copenhagen,Denmark,False,England,2,1966,July,2,1,0,A
Portugal,Romania,1,0,Friendly,Porto,Portugal,False,Portugal,1,1966,July,1,1,0,H
Malawi,Zambia,0,3,Friendly,Blantyre,Malawi,False,Zambia,3,1966,July,3,1,0,A
Madagascar,Zambia,0,3,Friendly,Blantyre,Malawi,True,Zambia,3,1966,July,3,1,0,A
Poland,England,0,1,Friendly,Chorzów,Poland,False,England,1,1966,July,1,1,0,A
Malawi,Zambia,0,6,Friendly,Blantyre,Malawi,False,Zambia,6,1966,July,6,1,0,A
Ethiopia,Uganda,5,0,Friendly,Addis Abeba,Ethiopia,False,Ethiopia,5,1966,July,5,1,0,H
Malawi,Zambia,1,5,Friendly,Blantyre,Malawi,False,Zambia,4,1966,July,6,1,0,A
Malawi,Madagascar,1,6,Friendly,Lilongwe,Malawi,False,Madagascar,5,1966,July,7,1,0,A
Ethiopia,Sudan,1,1,Friendly,Addis Abeba,Ethiopia,False,Tie,0,1966,July,2,1,1,T
England,Uruguay,0,0,FIFA World Cup,London,England,False,Tie,0,1966,July,0,1,1,T
Brazil,Bulgaria,2,0,FIFA World Cup,Liverpool,England,True,Brazil,2,1966,July,2,1,0,H
Germany,Switzerland,5,0,FIFA World Cup,Sheffield,England,True,Germany,5,1966,July,5,1,0,H
North Korea,Russia,0,3,FIFA World Cup,Middlesbrough,England,True,Russia,3,1966,July,3,1,0,A
Argentina,Spain,2,1,FIFA World Cup,Birmingham,England,True,Argentina,1,1966,July,3,1,0,H
Chile,Italy,0,2,FIFA World Cup,Sunderland,England,True,Italy,2,1966,July,2,1,0,A
France,Mexico,1,1,FIFA World Cup,London,England,True,Tie,0,1966,July,2,1,1,T
Hungary,Portugal,1,3,FIFA World Cup,Manchester,England,True,Portugal,2,1966,July,4,1,0,A
Brazil,Hungary,1,3,FIFA World Cup,Liverpool,England,True,Hungary,2,1966,July,4,1,0,A
Chile,North Korea,1,1,FIFA World Cup,Middlesbrough,England,True,Tie,0,1966,July,2,1,1,T
France,Uruguay,1,2,FIFA World Cup,London,England,True,Uruguay,1,1966,July,3,1,0,A
Spain,Switzerland,2,1,FIFA World Cup,Sheffield,England,True,Spain,1,1966,July,3,1,0,H
Argentina,Germany,0,0,FIFA World Cup,Birmingham,England,True,Tie,0,1966,July,0,1,1,T
Bulgaria,Portugal,0,3,FIFA World Cup,Manchester,England,True,Portugal,3,1966,July,3,1,0,A
England,Mexico,2,0,FIFA World Cup,London,England,False,England,2,1966,July,2,1,0,H
Italy,Russia,0,1,FIFA World Cup,Sunderland,England,True,Russia,1,1966,July,1,1,0,A
Sudan,Uganda,2,1,Friendly,Addis Abeba,Ethiopia,True,Sudan,1,1966,July,3,1,0,H
Argentina,Switzerland,2,0,FIFA World Cup,Sheffield,England,True,Argentina,2,1966,July,2,1,0,H
Brazil,Portugal,1,3,FIFA World Cup,Liverpool,England,True,Portugal,2,1966,July,4,1,0,A
Italy,North Korea,0,1,FIFA World Cup,Middlesbrough,England,True,North Korea,1,1966,July,1,1,0,A
Mexico,Uruguay,0,0,FIFA World Cup,London,England,True,Tie,0,1966,July,0,1,1,T
Bulgaria,Hungary,1,3,FIFA World Cup,Manchester,England,True,Hungary,2,1966,July,4,1,0,A
Chile,Russia,1,2,FIFA World Cup,Sunderland,England,True,Russia,1,1966,July,3,1,0,A
England,France,2,0,FIFA World Cup,London,England,False,England,2,1966,July,2,1,0,H
Germany,Spain,2,1,FIFA World Cup,Birmingham,England,True,Germany,1,1966,July,3,1,0,H
China PR,Syria,6,0,Friendly,Beijing,China PR,False,China PR,6,1966,July,6,1,0,H
England,Argentina,1,0,FIFA World Cup,London,England,False,England,1,1966,July,1,1,0,H
Germany,Uruguay,4,0,FIFA World Cup,Sheffield,England,True,Germany,4,1966,July,4,1,0,H
Hungary,Russia,1,2,FIFA World Cup,Sunderland,England,True,Russia,1,1966,July,3,1,0,A
North Korea,Portugal,3,5,FIFA World Cup,Liverpool,England,True,Portugal,2,1966,July,8,1,0,A
Germany,Russia,2,1,FIFA World Cup,Liverpool,England,True,Germany,1,1966,July,3,1,0,H
England,Portugal,2,1,FIFA World Cup,London,England,False,England,1,1966,July,3,1,0,H
Portugal,Russia,2,1,FIFA World Cup,London,England,True,Portugal,1,1966,July,3,1,0,H
England,Germany,4,2,FIFA World Cup,London,England,False,England,2,1966,July,6,1,0,H
Cameroon,Congo,2,3,Friendly,Yaoundé,Cameroon,False,Congo,1,1966,July,5,1,0,A
DR Congo,Central African Republic,5,0,Friendly,Kinshasa,DR Congo,False,DR Congo,5,1966,August,5,1,0,H
Burma,Singapore,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Tie,0,1966,August,4,1,1,T
Malaysia,Vietnam Republic,5,2,Merdeka Tournament,Kuala Lumpur,Malaysia,False,Malaysia,3,1966,August,7,1,0,H
Hong Kong,India,0,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True,India,2,1966,August,2,1,0,A
Norway,Finland,1,1,Nordic Championship,Stavanger,Norway,False,Tie,0,1966,August,2,1,1,T
Togo,Ivory Coast,1,2,Friendly,Lomé,Togo,False,Ivory Coast,1,1966,August,3,1,0,A
Burma,Thailand,3,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Burma,3,1966,August,3,1,0,H
Togo,Ghana,1,1,Friendly,Lomé,Togo,False,Tie,0,1966,August,2,1,1,T
Hong Kong,South Korea,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,South Korea,1,1966,August,1,1,0,A
Singapore,Vietnam Republic,1,2,Merdeka Tournament,Ipoh,Malaysia,True,Vietnam Republic,1,1966,August,3,1,0,A
Ghana,Togo,6,2,Friendly,Accra,Ghana,False,Ghana,4,1966,August,8,1,0,H
South Korea,Thailand,2,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,South Korea,1,1966,August,3,1,0,H
Malaysia,Burma,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,Tie,0,1966,August,0,1,1,T
India,Singapore,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Singapore,1,1966,August,1,1,0,A
Burma,South Korea,2,0,Merdeka Tournament,Ipoh,Malaysia,True,Burma,2,1966,August,2,1,0,H
Hong Kong,Thailand,2,2,Merdeka Tournament,Ipoh,Malaysia,True,Tie,0,1966,August,4,1,1,T
Burma,Hong Kong,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Burma,2,1966,August,2,1,0,H
India,Vietnam Republic,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,India,1,1966,August,1,1,0,H
Malaysia,South Korea,1,2,Merdeka Tournament,Kuala Lumpur,Malaysia,False,South Korea,1,1966,August,3,1,0,A
Burma,Vietnam Republic,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Vietnam Republic,1,1966,August,1,1,0,A
China PR,Mali,4,0,Friendly,Beijing,China PR,False,China PR,4,1966,August,4,1,0,H
Guinea,Cameroon,2,2,Friendly,Conakry,Guinea,False,Tie,0,1966,August,4,1,1,T
India,South Korea,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,India,1,1966,August,1,1,0,H
Singapore,Vietnam Republic,2,2,Friendly,Kallang,Singapore,False,Tie,0,1966,August,4,1,1,T
Guinea,Mali,5,0,Friendly,Conakry,Guinea,False,Guinea,5,1966,August,5,1,0,H
Singapore,South Korea,1,3,Friendly,Kallang,Singapore,False,South Korea,2,1966,August,4,1,0,A
German DR,Egypt,6,0,Friendly,Karl-Marx-Stadt,German DR,False,German DR,6,1966,September,6,1,0,H
Zambia,Kenya,0,1,Friendly,Ndola,Zambia,False,Kenya,1,1966,September,1,1,0,A
Netherlands,Hungary,2,2,UEFA Euro qualification,Rotterdam,Netherlands,False,Tie,0,1966,September,4,1,1,T
Zambia,Kenya,2,1,Friendly,Lusaka,Zambia,False,Zambia,1,1966,September,3,1,0,H
German DR,Poland,2,0,Friendly,Erfurt,German DR,False,German DR,2,1966,September,2,1,0,H
Zambia,Kenya,5,4,Friendly,Ndola,Zambia,False,Zambia,1,1966,September,9,1,0,H
Austria,Netherlands,2,1,Friendly,Vienna,Austria,False,Austria,1,1966,September,3,1,0,H
Finland,Denmark,2,1,Nordic Championship,Helsinki,Finland,False,Finland,1,1966,September,3,1,0,H
Norway,Sweden,2,4,Nordic Championship,Oslo,Norway,False,Sweden,2,1966,September,6,1,0,A
Yugoslavia,Russia,1,2,Friendly,Belgrade,Yugoslavia,False,Russia,1,1966,September,3,1,0,A
German DR,Romania,2,0,Friendly,Gera,German DR,False,German DR,2,1966,September,2,1,0,H
Hungary,Denmark,6,0,UEFA Euro qualification,Budapest,Hungary,False,Hungary,6,1966,September,6,1,0,H
Zanzibar,Kenya,1,3,Friendly,Zanzibar,Tanzania,False,Kenya,2,1966,September,4,1,0,A
Tanzania,Uganda,0,3,Friendly,Zanzibar,Zanzibar,True,Uganda,3,1966,September,3,1,0,A
Kenya,Uganda,0,0,Friendly,Zanzibar,Tanzania,True,Tie,0,1966,September,0,1,1,T
Hungary,France,4,2,Friendly,Budapest,Hungary,False,Hungary,2,1966,September,6,1,0,H
Zanzibar,Tanzania,0,4,Friendly,Zanzibar,Zanzibar,False,Tanzania,4,1966,September,4,1,0,A
Tanzania,Kenya,2,3,Friendly,Zanzibar,Tanzania,False,Kenya,1,1966,September,5,1,0,A
Zanzibar,Uganda,0,0,Friendly,Zanzibar,Zanzibar,False,Tie,0,1966,October,0,1,1,T
Finland,Austria,0,0,UEFA Euro qualification,Helsinki,Finland,False,Tie,0,1966,October,0,1,1,T
Poland,Luxembourg,4,0,UEFA Euro qualification,Szczecin,Poland,False,Poland,4,1966,October,4,1,0,H
Sweden,Austria,4,1,Friendly,Solna,Sweden,False,Sweden,3,1966,October,5,1,0,H
Israel,Yugoslavia,1,3,Friendly,Jaffa,Israel,False,Yugoslavia,2,1966,October,4,1,0,A
